Checked,helix,beta,c,unkown,error,Protein FDR Confidence,Master,Accession,Description,Exp. q-value,Sum PEP Score,Coverage,# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Modifications,Entrez Gene ID,Ensembl Gene ID,Gene ID,Chromosome,Biological Process,Cellular Component,Molecular Function,Pfam IDs,emPAI,Score Sequest HT,# Peptides Sequest HT
False,,,,,,High,Master Protein,O43175,D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4,0.0,80.4875647053888,35.8348968105066,19,23,19,1,533,56.614,6.71,,26227,ENSG00000092621.11,PHGDH,1,metabolic process,cytosol,catalytic activity;nucleotide binding,"Pf00389, Pf02826",6.017,67.9642074108124,19
False,,,,,,High,Master Protein,P51991,Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3 PE=1 SV=2,0.0,80.112549117523,37.3015873015873,19,28,18,1,378,39.571,9.01,,220988,ENSG00000170144.20,HNRNPA3,2,metabolic process;transport,cytoplasm;nucleus;spliceosomal complex,protein binding;RNA binding;transporter activity,"Pf00076, Pf13893, Pf14259",21.387,73.7343592643738,19
False,,,,,,High,Master Protein,P60660,Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=1 SV=2,0.0,79.9944982120537,88.0794701986755,17,23,17,1,151,16.919,4.65,,4637,ENSG00000092841.18,MYL6,12,cellular component movement,cytosol;membrane,catalytic activity;metal ion binding;motor activity;protein binding;structural molecule activity,"Pf00036, Pf13405, Pf13499",99.0,79.2783102989197,17
False,,,,,,High,Master Protein,P35527,"Keratin, type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3",0.0,79.3431576015839,45.5858747993579,17,20,17,1,623,62.027,5.24,,3857,ENSG00000171403.9,KRT9,17,cell death;cell organization and biogenesis,cytosol;membrane;nucleus,structural molecule activity,"Pf00038, Pf13166",2.875,71.3061454296112,17
False,,,,,,High,Master Protein,P63104,14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1,0.0,79.2780815603697,71.4285714285714,19,26,15,1,245,27.728,4.79,Acetyl [N-Term],7534,ENSG00000164924.17,YWHAZ,8,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;membrane;mitochondrion;nucleus,catalytic activity;protein binding;RNA binding,Pf00244,10.288,72.0491108894348,19
False,,,,,,High,Master Protein,P78371,T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=1 SV=4,0.0,79.0979699878202,44.1121495327103,16,20,16,1,535,57.452,6.46,,10576,ENSG00000166226.12,CCT2,12,cell organization and biogenesis;metabolic process;regulation of biological process;transport,cytoplasm;cytosol;extracellular;organelle lumen,nucleotide binding;protein binding,Pf00118,2.371,72.0016725063324,16
False,,,,,,High,Master Protein,P25705,"ATP synthase subunit alpha, mitochondrial OS=Homo sapiens GN=ATP5A1 PE=1 SV=1",0.0,78.1770239316822,47.9204339963834,22,26,22,1,553,59.714,9.13,,498,ENSG00000152234.15,ATP5A1,18,cell organization and biogenesis;metabolic process;regulation of biological process;transport,membrane;mitochondrion;organelle lumen,catalytic activity;nucleotide binding;protein binding;RNA binding;transporter activity,"Pf00006, Pf00306, Pf02663, Pf02874, Pf05943",3.739,87.0549459457397,22
False,,,,,,High,Master Protein,P14866,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2,0.0,75.5752522835028,43.6332767402377,16,21,16,1,589,64.092,8.22,,3191,ENSG00000282947.1; ENSG00000104824.16,HNRNPL,19; CHR_HG26_PATCH,metabolic process;regulation of biological process,cytoplasm;membrane;nucleus,DNA binding;protein binding;RNA binding,"Pf00076, Pf13893, Pf14259",3.642,77.4902336597443,16
False,,,,,,High,Master Protein,Q05682,Caldesmon OS=Homo sapiens GN=CALD1 PE=1 SV=3,0.0,74.3534624438883,26.1034047919294,17,20,17,1,793,93.175,5.66,,800,ENSG00000122786.19,CALD1,7,cellular component movement,cytoplasm;cytoskeleton;cytosol;membrane,protein binding,Pf02029,1.848,59.1425980329514,17
False,,,,,,High,Master Protein,Q00839,Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6,0.0,73.8719130569745,26.6666666666667,18,22,18,1,825,90.528,6.0,,3192,ENSG00000153187.18,HNRNPU,1,cell differentiation;metabolic process;regulation of biological process;response to stimulus,cell surface;chromosome;cytoplasm;membrane;nucleus;spliceosomal complex,DNA binding;nucleotide binding;protein binding;RNA binding,"Pf00622, Pf13671",2.082,72.8198660612106,18
False,,,,,,High,Master Protein,Q14764,Major vault protein OS=Homo sapiens GN=MVP PE=1 SV=4,0.0,72.9395199849976,29.7872340425532,15,20,15,1,893,99.266,5.48,,9961,ENSG00000013364.18,MVP,16,regulation of biological process;response to stimulus;transport,cytoplasm;cytoskeleton;cytosol;extracellular;membrane;nucleus;organelle lumen,protein binding,"Pf01145, Pf01505, Pf11978",1.319,70.6987023353577,15
False,,,,,,High,Master Protein,P50454,Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2,0.0,72.2031773074941,46.1722488038278,14,22,14,1,418,46.411,8.69,,871,ENSG00000149257.13,SERPINH1,11,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,cytoplasm;endoplasmic reticulum;membrane;organelle lumen,enzyme regulator activity;protein binding;RNA binding,Pf00079,5.918,68.6441153287888,14
False,,,,,,High,Master Protein,O43852,Calumenin OS=Homo sapiens GN=CALU PE=1 SV=2,0.0,72.1238501569254,60.6349206349206,19,25,19,1,315,37.084,4.64,,813,ENSG00000128595.16,CALU,7,metabolic process,endoplasmic reticulum;extracellular;Golgi;membrane;organelle lumen,metal ion binding;protein binding,Pf13499,21.539,73.8665033578873,19
False,,,,,,High,Master Protein,Q13813,"Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1 PE=1 SV=3",0.0,71.39633916516,13.8754045307443,18,20,18,1,2472,284.364,5.35,,6709,ENSG00000197694.15,SPTAN1,9,cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytoskeleton;cytosol;extracellular;membrane;organelle lumen,metal ion binding;protein binding;structural molecule activity,"Pf00018, Pf00036, Pf00435, Pf07653, Pf08239, Pf08726, Pf13405, Pf13499, Pf14604",0.244,63.6713531017303,18
False,,,,,,High,Master Protein,P37802,Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3,0.0,70.1328236242625,77.8894472361809,15,19,15,1,199,22.377,8.25,,8407,ENSG00000158710.14,TAGLN2,1,cell differentiation;transport,cytosol;extracellular,protein binding,"Pf00307, Pf00402",18.307,57.6176254749298,15
False,,,,,,High,Master Protein,P61981,14-3-3 protein gamma OS=Homo sapiens GN=YWHAG PE=1 SV=2,0.0,69.1053416834448,53.0364372469636,13,17,7,1,247,28.285,4.89,,7532,ENSG00000170027.6,YWHAG,7,cell organization and biogenesis;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;membrane;mitochondrion,enzyme regulator activity;protein binding;RNA binding,Pf00244,7.799,55.9507222175598,13
False,,,,,,High,Master Protein,P46940,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,0.0,68.5933538234807,18.4067592033796,18,22,18,1,1657,189.134,6.48,,8826,ENSG00000140575.12,IQGAP1,15,cell growth;regulation of biological process;response to stimulus;transport,cytoplasm;cytoskeleton;cytosol;membrane;nucleus,enzyme regulator activity;metal ion binding;protein binding,"Pf00307, Pf00397, Pf00616, Pf03836, Pf11016",0.664,71.6820685863495,18
False,,,,,,High,Master Protein,Q9BUF5,Tubulin beta-6 chain OS=Homo sapiens GN=TUBB6 PE=1 SV=1,0.0,68.5825381578515,52.0179372197309,14,19,7,1,446,49.825,4.88,,84617,ENSG00000176014.12,TUBB6,18,cell organization and biogenesis,cytoplasm;cytoskeleton;nucleus,catalytic activity;nucleotide binding;structural molecule activity,"Pf00091, Pf03953, Pf10644",4.109,63.1921010017395,14
False,,,,,,High,Master Protein,P05387,60S acidic ribosomal protein P2 OS=Homo sapiens GN=RPLP2 PE=1 SV=1,0.0,68.4436009210531,85.2173913043478,12,18,12,1,115,11.658,4.54,,6181,ENSG00000177600.8,RPLP2,11,cell organization and biogenesis;metabolic process;transport,cytosol;membrane;ribosome,protein binding;structural molecule activity,Pf00428,999.0,64.528235912323,12
False,,,,,,High,Master Protein,P13929,Beta-enolase OS=Homo sapiens GN=ENO3 PE=1 SV=5,0.0,66.4055369058097,28.110599078341,9,17,3,1,434,46.957,7.71,,2027,ENSG00000108515.17,ENO3,17,metabolic process,cytoplasm;cytosol;membrane,catalytic activity;metal ion binding,"Pf00113, Pf03952, Pf13378",2.039,65.066015958786,9
False,,,,,,High,Master Protein,P60842,Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1,0.0,65.5604006506721,51.7241379310345,16,21,16,1,406,46.125,5.48,,1973,ENSG00000161960.14,EIF4A1,17,metabolic process;regulation of biological process,cytoplasm;cytosol;membrane;nucleus,catalytic activity;DNA binding;nucleotide binding;protein binding;RNA binding,"Pf00270, Pf00271, Pf04851",5.813,66.4262211322784,16
False,,,,,,High,Master Protein,P27797,Calreticulin OS=Homo sapiens GN=CALR PE=1 SV=1,0.0,64.4514939775805,60.431654676259,18,25,18,1,417,48.112,4.44,,811,ENSG00000179218.13,CALR,19,cell differentiation;cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport,cell surface;cytoplasm;cytosol;endoplasmic reticulum;extracellular;Golgi;membrane;nucleus;organelle lumen,DNA binding;metal ion binding;protein binding;RNA binding,Pf00262,6.017,61.625433921814,18
False,,,,,,High,Master Protein,P06753,Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 PE=1 SV=2,0.0,64.0196576730607,45.9649122807018,16,22,7,1,285,32.93,4.72,,7170,ENSG00000143549.19,TPM3,1,cell organization and biogenesis;cellular component movement,cytoplasm;cytoskeleton;cytosol,protein binding;structural molecule activity,"Pf00261, Pf12718",6.499,55.5948622226715,16
False,,,,,,High,Master Protein,Q99832,T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2,0.0,62.5618800619803,37.5690607734807,14,17,14,1,543,59.329,7.65,,10574,ENSG00000135624.15,CCT7,2,metabolic process;regulation of biological process;transport,cytoplasm;cytosol;mitochondrion,nucleotide binding;protein binding,Pf00118,1.783,61.6014801263809,14
False,,,,,,High,Master Protein,P58876,Histone H2B type 1-D OS=Homo sapiens GN=HIST1H2BD PE=1 SV=2,0.0,62.4368959401133,69.8412698412698,13,22,6,1,126,13.928,10.32,,3017,ENSG00000158373.8,HIST1H2BD,6,cell organization and biogenesis;metabolic process,chromosome;cytosol;nucleus,DNA binding;protein binding,"Pf00125, Pf00808",64.793,61.8159539699554,13
False,,,,,,High,Master Protein,P02768,Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2,0.0,62.4046780883356,18.3908045977011,11,56,11,1,609,69.321,6.28,,213,ENSG00000163631.16,ALB,4,cell communication;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;endoplasmic reticulum;extracellular;Golgi;nucleus;organelle lumen,antioxidant activity;catalytic activity;DNA binding;metal ion binding;protein binding,Pf00273,1.683,167.896792292595,11
False,,,,,,High,Master Protein,Q15365,Poly(rC)-binding protein 1 OS=Homo sapiens GN=PCBP1 PE=1 SV=2,0.0,61.8022206810546,66.2921348314607,13,17,11,1,356,37.474,7.09,,5093,ENSG00000169564.6,PCBP1,2,metabolic process;regulation of biological process,cytoplasm;cytosol;membrane;nucleus,DNA binding;protein binding;RNA binding,"Pf00013, Pf13014",5.449,55.584223985672,13
False,,,,,,High,Master Protein,P09493,Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1 PE=1 SV=2,0.0,61.3181118914725,52.8169014084507,17,25,8,1,284,32.689,4.74,,7168,ENSG00000140416.19,TPM1,15,cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus,cytoplasm;cytoskeleton;cytosol,protein binding;structural molecule activity,"Pf00261, Pf12718",10.053,69.7855772972107,17
False,,,,,,High,Master Protein,O75083,WD repeat-containing protein 1 OS=Homo sapiens GN=WDR1 PE=1 SV=4,0.0,60.112385911365,56.7656765676568,22,24,22,1,606,66.152,6.65,,9948,ENSG00000071127.16,WDR1,4,cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;transport,cytoplasm;cytoskeleton;cytosol;extracellular,protein binding,"Pf00400, Pf04762, Pf08662, Pf14783",2.888,58.4101170301437,22
False,,,,,,High,Master Protein,P35908,"Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens GN=KRT2 PE=1 SV=2",0.0,59.950530331237,35.2112676056338,12,15,11,1,639,65.393,8.0,,3849,ENSG00000172867.3,KRT2,12,cell death;cell organization and biogenesis;cell proliferation;cellular component movement;metabolic process,cytoskeleton;cytosol;membrane;nucleus,protein binding;structural molecule activity,"Pf00038, Pf08614, Pf12128, Pf13166",1.116,51.1402230262756,12
False,,,,,,High,Master Protein,P09382,Galectin-1 OS=Homo sapiens GN=LGALS1 PE=1 SV=2,0.0,59.9235637466678,82.2222222222222,11,18,11,1,135,14.706,5.5,,3956,ENSG00000100097.11,LGALS1,22,cell death;cell differentiation;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus,cell surface;cytoplasm;cytosol;extracellular;nucleus;organelle lumen,protein binding;RNA binding;signal transducer activity,Pf00337,58.948,61.4125189781189,11
False,,,,,,High,Master Protein,P61978,Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=1 SV=1,0.0,59.750380827911,59.1792656587473,18,22,18,1,463,50.944,5.54,Acetyl [N-Term],3190,ENSG00000165119.20,HNRNPK,9,metabolic process;regulation of biological process;response to stimulus,cytoplasm;membrane;nucleus;spliceosomal complex,DNA binding;protein binding;RNA binding,"Pf00013, Pf08067, Pf13014, Pf13083",4.736,56.5405430793762,18
False,,,,,,High,Master Protein,P08133,Annexin A6 OS=Homo sapiens GN=ANXA6 PE=1 SV=3,0.0,58.7570850912732,36.1069836552749,16,19,16,1,673,75.826,5.6,,309,ENSG00000197043.13,ANXA6,5,cell organization and biogenesis;cellular homeostasis;regulation of biological process;response to stimulus;transport,cytoplasm;membrane;mitochondrion,metal ion binding;nucleotide binding;protein binding;transporter activity,Pf00191,1.291,56.9218890666962,16
False,,,,,,High,Master Protein,P07737,Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2,0.0,58.6748830507739,79.2857142857143,15,19,15,1,140,15.045,8.27,,5216,ENSG00000108518.7,PFN1,17,cell organization and biogenesis;regulation of biological process;response to stimulus,cytoplasm;cytoskeleton;cytosol;membrane;nucleus,enzyme regulator activity;nucleotide binding;protein binding;RNA binding,Pf00235,128.155,49.3440120220184,15
False,,,,,,High,Master Protein,P31946,14-3-3 protein beta/alpha OS=Homo sapiens GN=YWHAB PE=1 SV=3,0.0,57.9489642312966,47.5609756097561,13,16,7,1,246,28.065,4.83,,7529,ENSG00000166913.12,YWHAB,20,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;membrane;mitochondrion;nucleus,protein binding,Pf00244,7.733,46.6267538070679,13
False,,,,,,High,Master Protein,P09651,Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5,0.0,57.6469248768999,28.2258064516129,10,17,7,1,372,38.723,9.13,,3178,ENSG00000135486.17,HNRNPA1,12,cell communication;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;membrane;nucleus;spliceosomal complex,DNA binding;protein binding;RNA binding,"Pf00076, Pf13893, Pf14259",4.623,45.7201368808746,10
False,,,,,,High,Master Protein,P07954,"Fumarate hydratase, mitochondrial OS=Homo sapiens GN=FH PE=1 SV=3",0.0,57.2035493646755,36.6666666666667,11,16,11,1,510,54.602,8.76,,2271,ENSG00000091483.6,FH,1,metabolic process,cytoplasm;mitochondrion;organelle lumen,catalytic activity;protein binding,"Pf00206, Pf10415",1.848,53.949542760849,11
False,,,,,,High,Master Protein,P09429,High mobility group protein B1 OS=Homo sapiens GN=HMGB1 PE=1 SV=3,0.0,56.8698598074397,43.2558139534884,13,18,10,1,215,24.878,5.74,,3146,ENSG00000189403.14,HMGB1,13,cell differentiation;cell organization and biogenesis;cell proliferation;cellular component movement;cellular homeostasis;defense response;metabolic process;regulation of biological process;response to stimulus;transport,cell surface;chromosome;cytoplasm;endosome;extracellular;membrane;nucleus;organelle lumen,catalytic activity;DNA binding;enzyme regulator activity;protein binding;RNA binding,"Pf00505, Pf09011",22.101,54.8843994140625,13
False,,,,,,High,Master Protein,P34897,"Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3",0.0,56.6724983235666,45.4365079365079,15,18,15,1,504,55.958,8.53,,6472,ENSG00000182199.10,SHMT2,12,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytoskeleton;membrane;mitochondrion;nucleus;organelle lumen,catalytic activity;protein binding,Pf00464,2.384,48.9703772068024,15
False,,,,,,High,Master Protein,P17987,T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1,0.0,55.6218640424368,35.2517985611511,14,16,14,1,556,60.306,6.11,Acetyl [N-Term],6950,ENSG00000120438.11,TCP1,6,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytoskeleton;cytosol;Golgi,nucleotide binding;protein binding;RNA binding,Pf00118,1.783,52.6208577156067,14
False,,,,,,High,Master Protein,P63241,Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens GN=EIF5A PE=1 SV=2,0.0,54.4313813828996,66.2337662337662,13,20,13,1,154,16.821,5.24,,1984,ENSG00000132507.17,EIF5A,17,cell death;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;endoplasmic reticulum;membrane;nucleus,protein binding;RNA binding,Pf01287,176.828,64.1726455688477,13
False,,,,,,High,Master Protein,P40926,"Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3",0.0,54.1139323989173,52.3668639053254,13,17,13,1,338,35.481,8.68,,4191,ENSG00000146701.11,MDH2,7,metabolic process,membrane;mitochondrion;nucleus;organelle lumen,catalytic activity;nucleotide binding;protein binding;RNA binding,"Pf00056, Pf01073, Pf01118, Pf02866, Pf13460",3.786,54.0765700340271,13
False,,,,,,High,Master Protein,P62701,"40S ribosomal protein S4, X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2",0.0,53.7171580363802,62.3574144486692,18,20,12,1,263,29.579,10.15,,6191,ENSG00000198034.10,RPS4X,X,cell organization and biogenesis;development;metabolic process;regulation of biological process;transport,cytoplasm;cytosol;membrane;ribosome,protein binding;RNA binding;structural molecule activity,"Pf00900, Pf08071",7.913,51.5739390850067,18
